,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
22528,377b9920-f36a-40ec-a9e2-2d0484c9a916,7e5acb91-1432-4d2a-8a42-3f3618f3d843,Fully Paid,345972.0,Long Term,742.0,1251226.0,3 years,Home Mortgage,Debt Consolidation,24816.09,22.4,39.0,11.0,0.0,195662.0,484088.0,0.0,0.0
22530,f1a0dead-971c-4fc4-b731-019ea4b3041c,ce8ac0f5-9e8d-47bf-9d16-5b90cac49554,Fully Paid,210122.0,Short Term,734.0,1342122.0,10+ years,Rent,Debt Consolidation,6084.37,16.7,300.0,8.0,1.0,188974.0,409002.0,1.0,0.0
22533,d0a6446c-d0ec-4ee6-a4d8-de047dc70d0c,9bac162d-64fb-49c7-a67a-036c0b1cfff1,Fully Paid,755150.0,Short Term,738.0,1956506.0,1 year,Home Mortgage,Debt Consolidation,37336.52,17.0,300.0,17.0,0.0,488281.0,873840.0,0.0,0.0
22534,3480b2cb-f4ab-4bf6-b2d3-15f05bdc7502,6ad31912-9a4c-4986-995f-bf6dd2035590,Fully Paid,217470.0,Long Term,724.0,1174162.0,8 years,Home Mortgage,Debt Consolidation,19348.08,26.7,300.0,8.0,0.0,326230.0,620268.0,0.0,0.0
22536,c4a24b54-d563-4f63-87e0-545b03140b4d,17c88853-b9da-4a56-9830-5239ba84d24b,Fully Paid,214786.0,Short Term,722.0,851751.0,9 years,Rent,Debt Consolidation,9937.19,13.8,300.0,7.0,0.0,102657.0,190806.0,0.0,0.0
22538,b6bf1990-8beb-429a-a519-d1b1a16b783e,4f54c86b-5b9e-4e22-bf6e-cbb4507aa587,Fully Paid,653862.0,Long Term,673.0,1347955.0,10+ years,Rent,Debt Consolidation,27857.8,20.8,300.0,7.0,0.0,683164.0,869264.0,0.0,0.0
22540,d2a24e51-2f21-4a08-823a-ab119288c1e8,62c9e273-5105-4803-9d4c-bef84ba58509,Fully Paid,212850.0,Short Term,724.0,1174162.0,8 years,Rent,Other,3676.5,6.5,300.0,5.0,0.0,71421.0,110858.0,0.0,0.0
22541,8fda11c8-a760-411b-8769-e776d93817ce,2cd2e0bf-4b80-43ea-82af-22e0585c6796,Fully Paid,173954.0,Short Term,703.0,953895.0,10+ years,Home Mortgage,Debt Consolidation,16613.6,19.9,16.0,20.0,1.0,54036.0,278058.0,1.0,0.0
22543,c081da37-3370-4af7-a105-8a87d8124040,0a44f71c-f33c-41b8-99e9-b2f910c69620,Fully Paid,227986.0,Long Term,686.0,1704832.0,10+ years,Home Mortgage,Debt Consolidation,16764.08,17.5,300.0,10.0,0.0,78603.0,150194.0,0.0,0.0
22546,961d95c7-a00c-47a7-9226-1f417dfcf53c,14152aec-40be-4b55-961d-ef99acd9d256,Fully Paid,336512.0,Long Term,724.0,1174162.0,1 year,Own Home,Home Improvements,15547.89,11.4,300.0,8.0,0.0,93271.0,340670.0,0.0,0.0
22547,f823b368-ec2e-4efb-97f6-5ddd85abf495,defca344-80cf-47b0-94e2-47275a8699f4,Fully Paid,486090.0,Long Term,699.0,954085.0,2 years,Rent,Debt Consolidation,6026.61,10.4,300.0,10.0,0.0,275652.0,552200.0,0.0,0.0
22550,ba3af14b-6271-4367-8149-f8c87d36ecdf,0fa3d140-060f-4299-b1de-5ac624a245c2,Fully Paid,262020.0,Long Term,725.0,1516143.0,9 years,Own Home,Home Improvements,17284.11,17.5,300.0,19.0,0.0,389576.0,1193346.0,0.0,0.0
22551,2a9fd992-ad1b-4a0f-97bb-43672d39b287,67767b85-1a34-456a-b2a3-844072da0d1c,Fully Paid,528946.0,Short Term,712.0,1427565.0,4 years,Home Mortgage,Other,16060.13,13.5,9.0,15.0,0.0,103911.0,1307768.0,0.0,0.0
22552,cdfc7c6d-487c-4d0d-b2f3-0b500d905e91,4d6a6489-5087-432b-afdb-bd336b3e60c9,Charged Off,269302.0,Short Term,710.0,664544.0,8 years,Rent,Debt Consolidation,6811.5,12.1,300.0,13.0,0.0,226461.0,554356.0,0.0,0.0
22553,720020c3-9984-4fe1-8347-bb17bafec716,97e86666-088c-4bf3-b33a-91e49c34ec18,Fully Paid,276166.0,Long Term,714.0,1279498.0,1 year,Rent,Debt Consolidation,11088.97,10.0,8.0,15.0,0.0,60078.0,395274.0,0.0,0.0
22554,dc96a7da-8d1a-4fe0-af3e-de6b349d82b1,4e696554-c6bd-4c8c-87c2-e5d3d3b449a7,Fully Paid,356400.0,Short Term,742.0,708852.0,10+ years,Rent,Buy a Car,8388.31,26.4,30.0,19.0,0.0,119662.0,975788.0,0.0,0.0
22555,8c7fe273-aabb-4a68-a34b-04c408a4794a,1684ee35-1708-4427-bb7c-53a15f940cfe,Fully Paid,270006.0,Short Term,733.0,1346036.0,10+ years,Home Mortgage,Debt Consolidation,23219.14,13.4,300.0,9.0,1.0,282397.0,368654.0,1.0,0.0
22556,45424515-ed2a-4606-9b1a-a16f92bf60e6,114b0e6f-55fd-429e-96c4-78d8fc718bf5,Fully Paid,515394.0,Long Term,675.0,1233214.0,4 years,Home Mortgage,Debt Consolidation,27130.86,19.4,300.0,12.0,0.0,632719.0,855888.0,0.0,0.0
22557,9664bf74-5256-49cc-baab-e3535f6ea363,677c7be3-0028-4b7d-89df-301ba3011099,Fully Paid,282194.0,Long Term,737.0,1485116.0,10+ years,Home Mortgage,Debt Consolidation,10531.89,17.9,25.0,10.0,0.0,726864.0,1172204.0,0.0,0.0
22558,cf6b9df1-9b0b-450f-92b6-d1ef12334a5c,6fe1b1a7-7dcf-4cfe-9b02-fcd1d092201c,Charged Off,442156.0,Short Term,720.0,859199.0,6 years,Rent,Debt Consolidation,13317.48,7.1,300.0,13.0,0.0,164217.0,293898.0,0.0,0.0
22559,99be34eb-8c2a-4525-8124-e0d77166e916,595f7c30-e4ea-4750-bb65-70552fc007c5,Fully Paid,657888.0,Short Term,725.0,1950730.0,10+ years,Home Mortgage,Debt Consolidation,42103.43,27.6,300.0,12.0,0.0,322544.0,791252.0,0.0,0.0
22562,b40d208c-8dd1-4faf-b239-e5cb93a862ee,177b0101-cfdb-4cd3-be7b-d79ff15ab991,Charged Off,133342.0,Short Term,743.0,806056.0,10+ years,Rent,Debt Consolidation,20621.65,14.6,300.0,10.0,0.0,140961.0,560912.0,0.0,0.0
22565,eff4ae90-f5f2-4696-9385-b51e6f050812,9eea307a-aa90-43f1-bb23-a9b67d7f62f0,Charged Off,111056.0,Short Term,740.0,767220.0,< 1 year,Rent,Debt Consolidation,14065.7,10.8,300.0,7.0,0.0,282017.0,344080.0,0.0,0.0
22566,29a0566e-946a-4e82-820d-76a061e80b3e,c943f470-3573-483d-aa5a-3ae75f489729,Charged Off,337260.0,Long Term,715.0,1747620.0,10+ years,Home Mortgage,Debt Consolidation,21408.44,17.3,17.0,9.0,0.0,465785.0,602602.0,0.0,0.0
22567,1ab78399-c4df-4a6e-90af-cac59ae04ce9,c763526b-9e2d-456c-aca0-90e16e757bef,Fully Paid,541046.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,34388.67,17.5,2.0,12.0,0.0,400121.0,794662.0,0.0,0.0
22568,663be991-52cc-4eb2-ad81-d6990bfe0cb8,95fa1834-dc0c-492f-9e2a-d58ce667b846,Fully Paid,129822.0,Short Term,738.0,1069624.0,5 years,Rent,Debt Consolidation,14083.18,27.0,300.0,7.0,0.0,152076.0,525624.0,0.0,0.0
22569,a0ecf2a4-3008-4e02-8c6c-a50a17a0d150,1c4d6aa2-e68b-49bd-849f-0a31b5f61c33,Charged Off,61776.0,Short Term,684.0,419045.0,8 years,Home Mortgage,Debt Consolidation,2647.08,18.7,300.0,7.0,1.0,8360.0,88044.0,1.0,0.0
22570,51af2d04-879a-4c82-9245-452a5d43018a,28206d21-e6ce-413d-b00a-50ebc7ad4655,Fully Paid,66814.0,Short Term,696.0,548207.0,< 1 year,Rent,Take a Trip,8634.55,13.7,31.0,10.0,0.0,54967.0,91322.0,0.0,0.0
22571,dfa76311-3fee-4f5b-b3b1-8fe48f52b430,94d2d816-fa9b-4697-9a06-23734e45550d,Fully Paid,327998.0,Long Term,693.0,978196.0,4 years,Home Mortgage,Debt Consolidation,18015.04,10.0,66.0,11.0,0.0,707579.0,1506098.0,0.0,0.0
22572,d2497307-8223-4127-8936-1fa72319d6e2,1962ae53-af08-48bf-a605-7e3971ffd547,Charged Off,552706.0,Short Term,728.0,1241061.0,10+ years,Rent,Debt Consolidation,16650.65,21.4,61.0,10.0,0.0,350987.0,853798.0,0.0,0.0
22575,bbc76def-bdac-4b3d-9c24-0f0cd79105d3,39121cc3-1cd4-4511-9cb6-9c556643bf67,Charged Off,327184.0,Short Term,713.0,754756.0,2 years,Home Mortgage,Debt Consolidation,21825.11,15.0,61.0,14.0,0.0,245936.0,496100.0,0.0,0.0
22577,3df79cf7-48dc-4b40-b2d7-0b13cf2720a6,837cace9-5060-4fae-a13d-446d01145d30,Charged Off,131098.0,Short Term,745.0,951083.0,8 years,Own Home,Buy a Car,14187.11,9.9,300.0,17.0,0.0,261136.0,1171962.0,0.0,0.0
22579,d053f2f9-4815-4eff-a720-442f196d500e,0f43f9a0-e520-4b1a-9eb6-9ca947b81686,Fully Paid,306130.0,Long Term,676.0,919733.0,10+ years,Rent,Debt Consolidation,14255.7,32.9,5.0,8.0,0.0,132221.0,311784.0,0.0,0.0
22580,76faf86a-d59c-4f83-aa87-b4c0abbc10ed,9091a482-2ac7-4a3b-9617-0236add1e5f3,Fully Paid,134948.0,Short Term,688.0,971280.0,10+ years,Home Mortgage,Debt Consolidation,17483.04,19.5,300.0,9.0,1.0,137864.0,303468.0,1.0,0.0
22583,9d8ac6ac-4bc5-4482-a599-455222de55e4,1371b78a-838c-47e6-a70b-5aadabbe7a36,Fully Paid,220858.0,Long Term,695.0,1621308.0,10+ years,Home Mortgage,Debt Consolidation,11389.74,23.0,12.0,8.0,0.0,350075.0,434918.0,0.0,0.0
22584,0f0bb7d0-f203-44c8-a814-142f6e94ee98,0daa7cd9-0183-4e5f-8b4b-8e8f4766d93f,Fully Paid,779790.0,Long Term,724.0,1174162.0,4 years,Home Mortgage,Debt Consolidation,29182.67,24.0,300.0,10.0,0.0,656697.0,1413390.0,0.0,0.0
22586,9e34ab04-2de7-4595-8a70-0306e646edf5,d5d7ae9f-66be-4436-a8a8-1b47811452d6,Fully Paid,151558.0,Short Term,713.0,1589483.0,10+ years,Rent,Buy a Car,34703.69,14.9,300.0,19.0,0.0,466203.0,629882.0,0.0,0.0
22587,bceb7d05-2d79-4c4d-bc40-3b6f58ad9adf,7b7f7b36-8535-4d0a-a206-b9e4e6e3281f,Fully Paid,328724.0,Short Term,742.0,1211250.0,10+ years,Rent,Debt Consolidation,10598.58,27.9,57.0,5.0,0.0,332785.0,416592.0,0.0,0.0
22588,0c034f37-8afe-4197-bf6d-8ee06b4b2224,78a5bc94-7e8c-4df1-a2d5-cbcd0b7a1a60,Fully Paid,220726.0,Short Term,725.0,1143762.0,10+ years,Home Mortgage,Debt Consolidation,32501.97,17.6,48.0,17.0,0.0,220058.0,477158.0,0.0,0.0
22589,0c18c18e-0dfd-46ec-a562-7754cbf4dace,5961b03f-9497-40b3-96a1-aadda50fe122,Fully Paid,188826.0,Short Term,722.0,485944.0,6 years,Rent,Debt Consolidation,9678.41,10.3,300.0,7.0,0.0,182419.0,316206.0,0.0,0.0
22591,03c92c21-e6d5-4778-a1cc-3936153df440,a003e950-e96c-4547-a576-021fbc36314c,Fully Paid,124982.0,Short Term,729.0,578208.0,10+ years,Rent,Take a Trip,11274.98,10.2,73.0,6.0,0.0,105887.0,147356.0,0.0,0.0
22592,9dfe7dbf-7b88-4afd-932c-d80c29c5555a,6244cefd-1dbd-41af-a71e-57fc5866c14b,Fully Paid,109450.0,Short Term,748.0,1965930.0,9 years,Own Home,Debt Consolidation,30799.38,14.1,300.0,15.0,0.0,618659.0,1030722.0,0.0,0.0
22593,628628b6-a960-453d-a1c5-b272512980a7,66cb3cb0-bdb9-40d5-9b42-42827883d09f,Fully Paid,155782.0,Short Term,712.0,768816.0,10+ years,Home Mortgage,Debt Consolidation,5247.23,14.0,8.0,8.0,0.0,118009.0,233596.0,0.0,0.0
22596,ca744299-94ee-4fa3-ab41-f305290bf95d,c08b3ba3-53f4-4d42-9cfb-df4382418e02,Fully Paid,397738.0,Short Term,736.0,1622106.0,4 years,Home Mortgage,Debt Consolidation,25413.07,15.9,50.0,16.0,0.0,494836.0,966218.0,0.0,0.0
22597,1137d3d2-f6fc-4f4a-bac1-d3fd541b1b40,46bc2fbf-1174-416d-8708-a54c433d3517,Charged Off,334290.0,Short Term,724.0,1174162.0,0 years,Home Mortgage,Home Improvements,9089.98,13.0,12.0,11.0,0.0,175921.0,354266.0,0.0,0.0
22598,2547de8d-a653-400d-8fd9-7f075884d47c,628d8abd-d367-4ac0-964f-e8d74eb2c323,Fully Paid,432432.0,Long Term,681.0,821617.0,10+ years,Home Mortgage,Home Improvements,356.06,31.7,300.0,3.0,1.0,361.0,136928.0,1.0,0.0
22599,789867a9-cdbe-4310-ab54-bbf2047da817,e41b04fa-79ac-468c-922e-418929992444,Fully Paid,222442.0,Short Term,724.0,1174162.0,6 years,Home Mortgage,Debt Consolidation,31352.28,14.7,300.0,12.0,1.0,126369.0,387090.0,1.0,0.0
22600,5f0f8a71-a9ac-4ee1-9651-d6e9b7d91a65,a4fcb0b2-8602-406d-8ae1-1a269a07e473,Fully Paid,108438.0,Short Term,725.0,1498264.0,10+ years,Home Mortgage,Debt Consolidation,26344.45,27.8,74.0,10.0,0.0,302138.0,416482.0,0.0,0.0
22601,8cac6106-3e6e-40fd-b840-e47d2b29766d,51f9498c-39ad-45bd-a01d-d8b6f7692f9d,Fully Paid,264154.0,Short Term,724.0,1174162.0,3 years,Home Mortgage,Debt Consolidation,3505.31,13.7,60.0,5.0,0.0,123443.0,166782.0,0.0,0.0
22604,44a3eb05-65a1-4e71-8004-a5d8584b3da1,7c9842e1-19cf-495b-b0d9-6b559ef9b166,Fully Paid,515064.0,Long Term,735.0,1130614.0,10+ years,Rent,Debt Consolidation,26945.99,13.3,36.0,17.0,0.0,161576.0,634238.0,0.0,0.0
22605,743395ed-20b8-4ffb-8be5-cea5a8e3cdf5,8b9eb75f-bd71-43b5-abdc-e5020fc883e7,Fully Paid,54252.0,Short Term,736.0,1124610.0,7 years,Rent,Debt Consolidation,12277.04,11.6,300.0,7.0,0.0,48336.0,82434.0,0.0,0.0
22606,f55eb9e1-f42a-4fe8-8432-03eaea332ce4,0fec255a-c2eb-4902-9882-012d1ca907f9,Charged Off,145838.0,Short Term,738.0,610679.0,1 year,Home Mortgage,Home Improvements,9160.09,20.0,9.0,16.0,0.0,115292.0,294030.0,0.0,0.0
22607,70831f0f-2e3f-470c-86e5-771522fe2ffe,301fabd4-13f5-4a4f-894d-1628b4c50846,Fully Paid,326370.0,Short Term,720.0,995923.0,7 years,Home Mortgage,Debt Consolidation,17096.58,27.8,24.0,8.0,0.0,175560.0,391688.0,0.0,0.0
22609,1cef1423-3852-4c0c-b4b1-1e177f9d2c72,c29d0737-27a9-4a9c-ab53-d44ed650f5b4,Fully Paid,66550.0,Short Term,750.0,862011.0,7 years,Home Mortgage,Debt Consolidation,7901.72,18.6,300.0,4.0,0.0,6973.0,57662.0,0.0,0.0
22610,5bec756f-8e21-4049-a448-c93b6efe7317,fd1fd348-fcb8-4ae0-a797-feba84904699,Charged Off,768614.0,Long Term,724.0,1174162.0,3 years,Rent,Other,23436.12,15.7,300.0,11.0,0.0,59299.0,239250.0,0.0,0.0
22611,38ec5432-d2bf-4d7d-8753-697ee6e4dee0,1a59a201-7549-4ba9-93f9-98644a4ee1d4,Charged Off,64504.0,Short Term,708.0,668534.0,1 year,Rent,Medical Bills,19944.87,9.0,300.0,7.0,0.0,99541.0,139700.0,0.0,0.0
22613,c7bbf61c-1b9d-4a27-9509-cea376727bde,1de36da4-eaa8-439c-aa92-1171c4bdd5d1,Charged Off,450824.0,Long Term,682.0,973370.0,1 year,Rent,Debt Consolidation,16141.83,22.4,300.0,7.0,0.0,400710.0,723844.0,0.0,0.0
22614,9a20b77e-569e-4c7f-8bea-778bf17cd047,1377e65c-3fda-4fa3-88e7-afcddff110b1,Charged Off,124476.0,Short Term,721.0,767828.0,5 years,Rent,Other,15356.56,15.7,300.0,8.0,0.0,266152.0,371294.0,0.0,0.0
22615,5d23e2fc-0baa-4866-9553-13911cd8e3bc,9900884e-3bf1-4837-988a-72b251916769,Charged Off,218944.0,Short Term,746.0,1796336.0,< 1 year,Home Mortgage,Home Improvements,39519.43,26.8,300.0,14.0,0.0,517199.0,965888.0,0.0,0.0
22616,37189fe8-84cf-4e4c-92a9-f07132eae4e2,241440c4-f55a-4064-ae0a-e8facfba754e,Fully Paid,450230.0,Short Term,735.0,1159266.0,7 years,Home Mortgage,Debt Consolidation,19610.85,20.7,300.0,14.0,0.0,355813.0,451748.0,0.0,0.0
22617,a844fc4c-58f9-4ce9-9dfb-5317d837a8d7,dd337790-b17e-4ada-b193-923b58a8273c,Fully Paid,313632.0,Short Term,739.0,715863.0,5 years,Rent,Debt Consolidation,10917.02,15.5,28.0,7.0,0.0,301625.0,521290.0,0.0,0.0
22621,303d4cd4-23bb-4447-8e08-abd62c0f6842,074de4c9-5e54-4934-a6a6-d7360b12f651,Fully Paid,225214.0,Short Term,724.0,1174162.0,6 years,Rent,Debt Consolidation,18186.04,12.9,300.0,10.0,0.0,131917.0,669922.0,0.0,0.0
22622,d457140a-7df5-491e-ac62-efec7431817c,69582f4f-d79f-42ed-a689-8a3f67bc3d62,Fully Paid,93720.0,Short Term,678.0,1349152.0,4 years,Home Mortgage,Debt Consolidation,17538.9,13.7,300.0,9.0,2.0,77843.0,149468.0,0.0,0.0
22624,6d18e8d1-c77b-4681-beab-4c936329e239,6ec6f9c7-e0fe-42ae-a025-aed9dc9b2ae7,Fully Paid,111562.0,Short Term,724.0,1174162.0,3 years,Rent,Debt Consolidation,3834.39,16.1,13.0,7.0,0.0,61883.0,200728.0,,0.0
22626,ea45213b-a547-4ebb-92d3-039e31fa8717,e452bffd-a878-457c-92db-f6e19615f93c,Fully Paid,267586.0,Short Term,726.0,1251796.0,7 years,Home Mortgage,Debt Consolidation,20133.16,22.2,12.0,12.0,0.0,69122.0,332090.0,0.0,0.0
22627,b23b03d1-1977-4ae5-986c-01b22c294e6e,4ba4cb23-7abb-4caf-8673-5a26c3a9093a,Fully Paid,223124.0,Short Term,731.0,674443.0,8 years,Home Mortgage,Debt Consolidation,18659.52,20.6,27.0,13.0,0.0,164806.0,334796.0,0.0,0.0
22628,9b40af9b-779e-418f-90b9-5b436af970de,c72cc81f-d5a0-419f-9fbe-602cb6a5f1c2,Fully Paid,413842.0,Long Term,705.0,1136979.0,10+ years,Home Mortgage,Debt Consolidation,8499.08,33.3,14.0,5.0,1.0,58577.0,114378.0,0.0,0.0
22630,32a8b2ef-3b6f-43a4-b1ca-f065ec662ef9,7003e3a4-d5b0-4443-baac-c0fb4363ba60,Charged Off,158136.0,Short Term,694.0,379392.0,< 1 year,Home Mortgage,Debt Consolidation,6860.71,20.8,7.0,10.0,0.0,226803.0,1021834.0,0.0,0.0
22631,7ee7e1bb-8123-4ba0-a0c6-fe99ce0d2006,e6e663d3-04b8-47d5-bddc-2aa60edcbc8d,Fully Paid,64922.0,Short Term,680.0,1166505.0,10+ years,Home Mortgage,Other,34022.92,24.7,10.0,10.0,1.0,169290.0,367774.0,1.0,0.0
22633,e714ba7a-3741-4259-922f-0187ec476307,58f5a784-5c96-4035-85dd-26142b8abcbe,Fully Paid,193358.0,Short Term,743.0,760703.0,1 year,Own Home,Debt Consolidation,11346.99,12.2,45.0,8.0,0.0,107331.0,225544.0,0.0,0.0
22634,8c5cd488-e0ca-4628-b006-2ed61499bee0,ae3179e5-2cbb-473e-8722-d62ecacea574,Fully Paid,132528.0,Short Term,724.0,1174162.0,0 years,Rent,Debt Consolidation,8884.59,22.0,300.0,5.0,1.0,131499.0,317856.0,1.0,0.0
22639,07b307ea-72fb-465c-944a-1374e0221175,8e01e2dd-07f4-4910-9159-b8fc9289d5bc,Fully Paid,214984.0,Short Term,724.0,1174162.0,4 years,Rent,Debt Consolidation,12476.92,15.4,67.0,8.0,0.0,175807.0,343860.0,0.0,0.0
22641,87f62e6e-ad7d-416c-9f9d-dc4cff6d7062,676652b3-449e-4d6a-9ead-82d6107e12d6,Fully Paid,156728.0,Short Term,741.0,1595240.0,< 1 year,Rent,Debt Consolidation,7976.2,10.9,65.0,8.0,0.0,85576.0,1286956.0,0.0,0.0
22642,80cc0af6-c9d8-4558-8027-2fafc3602dbc,82c5d3bf-906a-487c-82f6-8add17d2cc73,Fully Paid,110836.0,Short Term,728.0,669997.0,2 years,Rent,Home Improvements,2166.38,4.9,300.0,17.0,0.0,40546.0,179872.0,0.0,0.0
22643,a81a65b4-2c5b-412f-8720-9c64182d5db1,43b8d47c-dd1e-46ff-9083-7f84ed500c28,Fully Paid,399674.0,Long Term,724.0,2013563.0,10+ years,Home Mortgage,Debt Consolidation,32720.28,26.8,300.0,14.0,0.0,684038.0,1002584.0,0.0,0.0
22645,496d7112-5dae-45b3-acb3-5072120cd81a,9c244092-85e7-492d-bc08-bc07cc32722c,Charged Off,214742.0,Long Term,731.0,1576411.0,10+ years,Home Mortgage,Home Improvements,32841.69,22.0,300.0,20.0,0.0,559265.0,865744.0,0.0,0.0
22646,d0f83329-8f2b-4b52-9257-6eaa769f06d5,c1f77e2a-dd77-4fec-a0e3-f73970e4ca00,Fully Paid,145464.0,Short Term,698.0,1256375.0,4 years,Home Mortgage,Debt Consolidation,36643.97,16.5,32.0,14.0,0.0,451706.0,671418.0,0.0,0.0
22648,f83ef29d-e403-496f-bcae-dfd3acc1c68e,931b707f-e8e5-4777-a6c9-6bebcf0f0e8a,Charged Off,375804.0,Short Term,680.0,1207222.0,8 years,Home Mortgage,Debt Consolidation,15190.88,13.9,5.0,12.0,0.0,168625.0,277332.0,0.0,0.0
22649,ba5cf34b-49b4-4dff-89b4-266f9bf7db5e,4343b7d7-1e92-4df4-ae50-060b4faf11f8,Fully Paid,573936.0,Long Term,724.0,1174162.0,< 1 year,Rent,Debt Consolidation,39868.84,21.6,300.0,14.0,0.0,305653.0,941226.0,0.0,0.0
22650,93a64e2c-cf2c-4d36-aa91-eeb0d2a4d761,1e5cf8d8-908a-4bd6-a47f-eb05be3163c1,Fully Paid,223454.0,Long Term,730.0,907098.0,10+ years,Home Mortgage,Home Improvements,15435.79,23.0,41.0,8.0,0.0,57095.0,84876.0,0.0,0.0
22651,4e515bf9-3d42-4008-9e7f-0f5b11473156,99d16352-3d12-43ed-bffa-91e9e07136a0,Fully Paid,295130.0,Long Term,717.0,675849.0,3 years,Home Mortgage,Debt Consolidation,15544.28,15.6,300.0,6.0,0.0,237994.0,411312.0,0.0,0.0
22652,d6c28211-2093-474f-81bb-f5022efbd5c2,606045af-0389-4669-bade-1b5297020def,Fully Paid,297352.0,Long Term,716.0,1834089.0,10+ years,Home Mortgage,Debt Consolidation,10362.41,17.0,44.0,16.0,0.0,252719.0,654632.0,0.0,0.0
22653,7ee1f335-e2fb-47c0-bfa6-e4749f81d24a,225d026d-d1b1-4d6f-a142-fc39d45566f0,Charged Off,224004.0,Short Term,734.0,638419.0,9 years,Rent,Debt Consolidation,11225.39,11.7,300.0,12.0,1.0,410590.0,685058.0,1.0,0.0
22655,9c9d3c13-7745-4f65-bab3-800fa5c44c0c,fa3af482-4fd5-4b0c-8d75-d3292a195463,Fully Paid,486288.0,Long Term,707.0,1654577.0,3 years,Home Mortgage,Debt Consolidation,22612.47,14.9,14.0,18.0,0.0,407835.0,821282.0,0.0,0.0
22656,4451fea1-34c8-4e5e-93a6-f58349569467,2c82701b-74be-4aa6-a5b6-41a13d034bb6,Fully Paid,264440.0,Short Term,734.0,932577.0,8 years,Home Mortgage,Debt Consolidation,15853.98,8.7,300.0,9.0,0.0,165851.0,281996.0,0.0,0.0
22657,62308276-f70d-4da2-bdae-47ecf20e2eb2,02205b94-91cd-49c4-aa7f-fa33451c68e1,Fully Paid,192346.0,Short Term,717.0,888193.0,3 years,Home Mortgage,Debt Consolidation,22944.78,15.2,300.0,11.0,1.0,55955.0,158004.0,1.0,0.0
22658,b6f12652-1503-4cbe-a9cb-acbc7bd81dcb,ea1d51dc-4130-45f7-8fe4-766d1255092f,Fully Paid,178420.0,Short Term,743.0,1155732.0,10+ years,Home Mortgage,Debt Consolidation,25426.18,16.3,81.0,12.0,2.0,45771.0,216304.0,2.0,0.0
22659,5d5e0ef7-32cd-41a9-9196-ad943d4aded5,6463c913-e409-463d-90f3-13e07f494cee,Fully Paid,38874.0,Short Term,724.0,1174162.0,10+ years,Own Home,Other,1510.69,15.2,300.0,1.0,0.0,42750.0,97240.0,0.0,0.0
22660,b63d0995-edef-48a6-bab9-62ea84922aee,9fdb03e2-2300-44cf-b778-a27b44d43646,Fully Paid,202312.0,Short Term,734.0,1164852.0,10+ years,Rent,Debt Consolidation,11745.61,22.9,300.0,10.0,1.0,96292.0,188980.0,1.0,0.0
22662,e312252c-15c8-4d3c-bdb9-8c0bccb221c9,cb83beb4-e9b0-4205-8f15-704c52c6f3a7,Fully Paid,404954.0,Long Term,684.0,971470.0,6 years,Home Mortgage,Debt Consolidation,22262.87,13.9,13.0,10.0,0.0,113525.0,184360.0,0.0,0.0
22664,840aa1aa-1f71-49b2-8850-22375775fb7d,482f3e45-49f1-41b6-89f3-4941af2469ac,Charged Off,221386.0,Long Term,724.0,1174162.0,4 years,Home Mortgage,Debt Consolidation,23708.39,8.2,300.0,9.0,0.0,102239.0,313984.0,0.0,0.0
22667,922ba29a-01be-4c5b-931e-ae88e8307ded,a681f336-bd8e-4b9e-aeb6-13453fc43079,Fully Paid,511786.0,Long Term,724.0,1174162.0,3 years,Home Mortgage,Other,19005.51,17.4,40.0,17.0,0.0,192185.0,435468.0,0.0,0.0
22668,fe240c2c-19d7-4224-9d46-c719d66d83d8,048f4ede-377c-40ec-b855-ef7a44876718,Fully Paid,159720.0,Short Term,684.0,407987.0,1 year,Rent,Debt Consolidation,8941.59,9.9,300.0,11.0,0.0,70775.0,110154.0,0.0,0.0
22674,56b3e15f-5e2c-4903-ad5c-805dff3cb9b1,66f24d40-5bb2-41ab-b2c9-4b24041fd9e1,Fully Paid,39644.0,Short Term,750.0,856121.0,4 years,Rent,Debt Consolidation,1655.09,9.3,300.0,5.0,0.0,14364.0,167992.0,0.0,0.0
22675,f61a8e85-9b58-4e33-ac27-e5ec3e0fb97d,6a954958-2cdb-47ed-ba99-3b07717cec30,Fully Paid,32956.0,Short Term,724.0,1174162.0,0 years,Rent,Medical Bills,1233.29,14.0,300.0,7.0,1.0,13547.0,98670.0,0.0,1.0
22676,3d3e30a1-b6ad-44cf-a170-0ac884aaa9c6,d9f858f4-2ce2-40d1-a1a0-28a2611c52f7,Fully Paid,94732.0,Short Term,748.0,765966.0,10+ years,Home Mortgage,Debt Consolidation,17617.37,23.7,18.0,9.0,0.0,126730.0,407638.0,0.0,0.0
22677,56a7e484-2c2d-4388-a159-fd80fc8a22f0,64893f40-08aa-4dce-a760-e68c69756837,Fully Paid,258764.0,Long Term,724.0,1174162.0,4 years,Home Mortgage,Home Improvements,11965.82,32.2,300.0,11.0,1.0,250173.0,537438.0,1.0,0.0
